DateTime,Temperature,Humidity,WindSpeed,SolarRadiation,Rain,Pressure
2020-07-07 00:00:00,15.866666666666667,87.66666666666669,6.666666666666668,0,0.0,1002.4
2020-07-07 00:30:00,15.8,82.33333333333333,5.333333333333333,0,0.0,1002.4
2020-07-07 01:00:00,15.066666666666668,82.66666666666667,3.333333333333333,0,0.0,1001.6333333333333
2020-07-07 01:30:00,15.0,81.0,6.0,0,0.0,1002.1333333333333
2020-07-07 02:00:00,15.066666666666665,77.66666666666667,8.0,0,0.0,1002.6333333333333
2020-07-07 02:30:00,14.466666666666667,79.66666666666667,4.333333333333333,0,0.0,1002.8666666666667
2020-07-07 03:00:00,14.233333333333334,78.33333333333333,6.0,0,0.0,1002.7999999999997
2020-07-07 03:30:00,13.933333333333332,78.33333333333333,5.0,0,0.0,1002.6666666666665
2020-07-07 04:00:00,13.7,77.66666666666667,4.333333333333333,0,0.0,1003.0666666666666
2020-07-07 04:30:00,13.433333333333332,79.33333333333333,3.6666666666666665,14,0.0,1003.6666666666665
2020-07-07 05:00:00,13.266666666666666,80.66666666666667,3.333333333333333,52,0.0,1003.9666666666667
2020-07-07 05:30:00,13.266666666666666,81.0,4.333333333333333,110,0.0,1004.1333333333333
2020-07-07 06:00:00,13.5,80.33333333333333,6.333333333333332,194,0.0,1003.8333333333335
2020-07-07 06:30:00,13.6,81.33333333333333,6.333333333333332,271,0.0,1004.4333333333333
2020-07-07 07:00:00,13.666666666666664,80.33333333333333,7.333333333333332,286,0.0,1004.7333333333332
2020-07-07 07:30:00,13.699999999999998,79.66666666666667,9.333333333333334,390,0.0,1004.5333333333333
2020-07-07 08:00:00,13.933333333333332,78.33333333333333,9.0,544,0.0,1004.6666666666665
2020-07-07 08:30:00,14.033333333333333,77.33333333333333,8.666666666666666,601,0.0,1004.7666666666668
2020-07-07 09:00:00,14.433333333333332,77.33333333333333,8.666666666666666,773,0.0,1005.1666666666665
2020-07-07 09:30:00,15.133333333333333,77.0,8.333333333333334,1370,0.0,1005.1
2020-07-07 10:00:00,16.4,74.33333333333333,9.0,2524,0.0,1004.7666666666668
2020-07-07 10:30:00,16.8,70.0,9.0,1777,0.0,1005.1666666666665
2020-07-07 11:00:00,16.900000000000002,69.33333333333333,10.0,913,0.0,1005.1666666666665
2020-07-07 11:30:00,16.066666666666666,71.0,10.666666666666666,637,0.0,1005.2999999999997
2020-07-07 12:00:00,17.433333333333334,67.66666666666667,9.666666666666666,1479,0.0,1005.2999999999997
2020-07-07 12:30:00,18.233333333333327,58.0,12.666666666666664,1004,0.0,1005.3333333333335
2020-07-07 13:00:00,17.633333333333336,60.33333333333334,11.0,930,0.0,1005.3666666666667
2020-07-07 13:30:00,17.833333333333332,58.66666666666666,11.333333333333336,1291,0.0,1005.3333333333335
2020-07-07 14:00:00,18.03333333333333,57.0,10.666666666666666,1134,0.0,1005.3666666666667
2020-07-07 14:30:00,19.5,51.0,13.0,2613,0.0,1005.3333333333335
2020-07-07 15:00:00,19.1,53.66666666666666,12.666666666666664,1119,0.0,1005.4333333333334
2020-07-07 15:30:00,17.633333333333333,54.66666666666666,12.666666666666664,541,0.0,1005.7666666666668
2020-07-07 16:00:00,17.8,55.66666666666666,11.333333333333336,799,0.0,1005.6666666666665
2020-07-07 16:30:00,17.900000000000006,50.66666666666666,10.666666666666666,1204,0.0,1005.6666666666665
2020-07-07 17:00:00,17.599999999999994,53.33333333333334,8.333333333333334,499,0.0,1005.6333333333333
2020-07-07 17:30:00,17.46666666666667,52.0,11.0,419,0.0,1005.7000000000003
2020-07-07 18:00:00,17.7,54.0,8.333333333333334,642,0.0,1005.7333333333332
2020-07-07 18:30:00,17.733333333333334,54.66666666666666,7.666666666666668,496,0.0,1005.7666666666668
2020-07-07 19:00:00,16.833333333333332,58.33333333333334,4.666666666666667,243,0.0,1005.8666666666667
2020-07-07 19:30:00,16.625,60.0,3.5,257,0.0,1005.7
2020-07-07 20:00:00,15.1,68.0,1.6666666666666667,64,0.0,1005.7000000000003
2020-07-07 20:30:00,13.8,71.66666666666667,1.3333333333333333,20,0.0,1005.8333333333335
2020-07-07 21:00:00,12.7,75.66666666666667,1.3333333333333333,1,0.0,1005.6
2020-07-07 21:30:00,12.266666666666667,78.33333333333333,0.0,0,0.0,1006.0
2020-07-07 22:00:00,11.199999999999998,82.66666666666667,0.0,0,0.0,1005.7
2020-07-07 22:30:00,10.5,85.33333333333333,0.0,0,0.0,1006.2333333333336
2020-07-07 23:00:00,10.0,87.33333333333331,0.0,0,0.0,1006.3666666666667
2020-07-07 23:30:00,9.666666666666666,87.66666666666669,0.0,0,0.0,1006.3666666666667
2020-07-08 00:00:00,9.3,88.33333333333331,0.0,0,0.0,1006.3333333333335
2020-07-08 00:30:00,8.799999999999997,90.33333333333331,0.0,0,0.0,1006.2
2020-07-08 01:00:00,8.933333333333334,90.33333333333331,0.0,0,0.0,1006.0666666666666
2020-07-08 01:30:00,8.5,90.33333333333331,0.0,0,0.0,1005.8333333333335
2020-07-08 02:00:00,8.066666666666666,92.0,0.0,0,0.0,1005.7333333333332
2020-07-08 02:30:00,8.166666666666666,92.0,0.0,0,0.0,1005.6333333333333
2020-07-08 03:00:00,8.366666666666667,91.0,0.0,0,0.0,1005.6
2020-07-08 03:30:00,9.1,88.66666666666669,0.3333333333333333,0,0.0,1005.5333333333333
2020-07-08 04:00:00,9.1,87.66666666666669,0.3333333333333333,6,0.0,1005.4666666666667
2020-07-08 04:30:00,9.566666666666666,87.0,1.3333333333333333,41,0.0,1005.4
2020-07-08 05:00:00,9.8,88.0,2.333333333333333,182,0.0,1005.2
2020-07-08 05:30:00,11.033333333333333,85.0,1.6666666666666667,392,0.0,1005.0
2020-07-08 06:00:00,11.933333333333335,84.0,1.0,385,0.0,1004.9
2020-07-08 06:30:00,12.866666666666667,81.0,1.3333333333333333,386,0.0,1004.7333333333332
2020-07-08 07:00:00,13.566666666666668,75.66666666666667,5.0,373,0.0,1004.5666666666666
2020-07-08 07:30:00,13.6,77.66666666666667,7.0,462,0.0,1004.6666666666665
2020-07-08 08:00:00,14.566666666666665,74.66666666666667,8.0,787,0.0,1004.7000000000003
2020-07-08 08:30:00,15.300000000000002,70.0,10.0,955,0.0,1004.8333333333335
2020-07-08 09:00:00,15.533333333333333,71.0,9.333333333333334,996,0.0,1004.9
2020-07-08 09:30:00,15.9,70.66666666666667,7.333333333333332,899,0.0,1004.9
2020-07-08 10:00:00,15.8,70.0,8.333333333333334,856,0.0,1005.1666666666665
2020-07-08 10:30:00,15.633333333333333,70.66666666666667,8.0,704,0.0,1005.4
2020-07-08 11:00:00,15.2,71.33333333333333,9.0,533,0.0,1005.4666666666667
2020-07-08 11:30:00,15.233333333333334,70.0,9.333333333333334,723,0.0,1005.7000000000003
2020-07-08 12:00:00,15.433333333333332,70.33333333333333,9.333333333333334,916,0.0,1005.7333333333332
2020-07-08 12:30:00,16.233333333333334,68.0,8.333333333333334,1289,0.0,1005.6666666666665
2020-07-08 13:00:00,17.400000000000002,62.66666666666666,10.333333333333334,2078,0.0,1005.6666666666665
